R,G,B
18.225722861646453,15.220216372626684,19.74253384871178
120.26236015878885,94.15481775532206,90.50595452904793
99.46166904933065,88.8473016440314,67.18191565404202
58.5642950867548,55.040603586530366,40.195801137195105
29.716498778997533,28.447344322346762,18.20478479853779
135.8804604486488,124.67886658795817,101.6632231404991
30.124577824954144,27.455177072275994,30.66365917205544
125.55951661630071,101.21268882174272,91.96993957704647
4.229219766434241,3.5815041655720314,5.21419332748566
184.74107464838943,159.08546700324123,150.92246664262854
66.95777402435179,59.210774291043364,60.15903635879239
144.9865386621956,132.24219972870551,105.39090055307335
90.32695527385181,83.04544367376808,62.53539823008494
239.91169671751345,176.29865926953522,141.92140545538274
118.23088204481641,111.786158251295,87.98770863888313
4.273018716679928,3.155391070693838,3.4676818632223885
104.7049594468872,96.61392545316403,93.72521384569566
165.7334916430702,141.04731025663335,125.400584528282
71.8443611887259,54.72320294640558,47.7103124206204
220.64380530973887,210.7960176991184,212.231858407075
189.24653492522205,145.10505008919318,78.9654178674381
142.3274611398884,101.3064766839394,47.65837651122646
228.26120241316676,193.94753484504778,124.783482421482
76.59612724757231,49.89820193637178,20.888243430153526
183.74709574043936,69.71838696755026,24.82387501669145
233.41081409480717,162.24653705952372,181.7394896718995
78.16584460047446,61.2398885858496,47.71009110427704
147.4672453324827,109.72133966589215,92.97387815262283
133.59034653465085,145.79950495049832,142.32116336633968
208.2569141193564,217.73871906841836,215.9133915574995
71.72732458642251,78.07644038790431,72.87107815174234
17.80068569310426,18.40951630837561,19.532570422538093
64.36724321665491,62.49577834249013,66.89728666284459
208.53218210360845,155.37770800628226,75.83956043956303
40.66056904513467,41.625741099359026,44.62064650677948
197.73563724410954,159.0347787805447,153.53290777020268
28.481540420107905,28.320231275203493,29.132293655841746
239.09615669979277,228.57352722953672,220.47024781126095
91.7677151502391,78.29885300120264,69.74604179860246
203.1709986320141,159.73889648880538,134.42398540813943
207.27502361894125,181.05449753869235,152.91372880516138
171.61337103907687,145.10173301427673,117.86085127981553
102.25369758134661,73.78162519575328,56.485992691834866
233.92757128312206,212.66516038700127,192.06969195522618
191.06627218933914,161.96662721892318,128.9706508875734
66.4063504596458,92.04630308497426,102.7657210535215
35.779832034319355,48.442088091355295,48.4556220167962
228.96189464096148,221.87126157581068,191.95141946257723
169.87223168653713,126.26022146507253,84.66567291311645
67.74802226779799,53.785525930267774,35.603281570464816
9.249968132567975,17.617527087319505,17.034544295728793
217.24980237153827,183.96996047430483,147.52173913043373
105.9418884191374,96.8491254248498,82.5803697256137
31.600046871342848,42.99700023435453,66.60670260136443
5.93486286266257,5.686132652804886,6.022373082933598
217.19864379737194,168.33546071000956,145.47028320702555
161.92379497624444,137.56483367277326,104.32807196198912
22.2883695834256,19.711965318995787,25.29690959495244
234.6360139860169,200.69720279719158,180.13601398602148
69.19930814263039,61.19265566790975,64.5792974986689
132.66947232114808,122.31175137584752,133.11524765296716
237.09833010284365,83.78421798121127,116.0518860891413
242.10168980084984,239.52806276403376,236.84067592033642
193.56353044624137,53.810727632448845,84.53462299406767
218.04634146341454,173.88327526132633,156.631358885019
200.47229829365062,190.9751421950804,199.777965030549
36.872808100764836,31.842512554539844,31.898164155758558
85.3802836485067,77.34246384872178,73.75194660734478
150.6299026835659,132.90312592156653,126.94677086405531
156.12413484490955,142.72165871122678,129.92452267300916
81.9660424469426,80.0444444444453,70.01548064918924
129.57359321807232,118.88852546559363,106.866297309923
177.12485432366674,160.68526144043184,149.7862636935834
143.87854596185184,128.1243218105529,99.20384436522647
40.86308897462211,37.970770489874184,31.901408862398196
191.43970988212337,174.32921577513608,144.44129646420205
88.07729780070277,84.12808940468862,66.96582849774165
5.848635310489428,3.4475339292229847,4.160091480764947
225.5239395820716,214.12869853093628,215.25810055859984
142.2073604453274,141.55260038142512,171.50033503427926
89.47583031897057,74.90973364024403,85.1563630384766
199.0071409201729,182.06200849678106,182.51875621441104
165.9257514580353,134.54878869448626,129.51884253028544
219.35234610416566,216.3958243650491,216.28368489023202
48.77651139742274,38.783696729434894,45.484886025768695
123.57426778243075,89.66407650925738,86.39151225343073
214.88179947077947,213.34754483979117,199.47280211705282
164.62900660634628,161.4623807193866,139.34248837780308
104.74990118576514,104.59891304347508,79.60662055335888
29.19219992427356,39.72616433168942,34.742748958725166
75.59072610704798,56.10257939466087,49.02445206500308
180.22614062153843,156.62838880317997,139.3266475644777
132.16577811626334,103.7242955064722,91.21934501142172
31.082073137201853,25.759829529831666,22.150673632115183
204.07549962991135,183.99703923019837,148.07994078460126
249.89244819426187,239.4286773910199,211.48300959626118
14.458369746546246,29.039882418352747,36.073846031613535
119.39624724061646,103.22295805739526,78.90342163355376
6.767737726338538,5.791034632720766,7.101968140060137
147.5155368353928,143.4401970912985,160.0315505046555
221.10938449519136,216.5807795815429,222.61012240646562
51.40499640915779,44.137632091916515,48.67348927875864
106.76275811210043,90.33827433628677,98.04741887906093
226.02113048068793,210.9802562071005,212.01776281033693
152.94176536943962,141.67540891144225,146.18993231809554
214.37510955302145,153.81682734443353,31.870289219982208
79.63850099743074,71.58207466514564,77.72242804217753
4.813533432005116,5.198812635814708,6.3499732291921624
142.32829422381633,126.53181407941302,109.14553249097058
33.0826732050805,31.802778825601003,32.67861184458506
80.57833223899253,68.88798424162408,63.494681549569336
224.11700844389827,186.37032569359806,157.87374346601922
93.11021888356936,80.55122393471474,71.51612485429884
132.3516543781676,114.59990250441393,103.00316860640189
198.90221066320393,169.3204161248303,152.85357607282694
41.666867397322584,38.85535348669291,38.85824400818963
191.04133931910866,181.27740366630047,167.9869060980169
240.543692598654,236.00499729876728,227.46177741767914
136.8126423690132,117.79935459377919,98.78720577069063
45.179300759113644,37.663530418049525,42.6495242168285
5.334788971765846,3.9420734586233834,3.4625625530755713
203.81114258733976,179.75599622287157,162.27695939567545
142.22215269085916,109.40957446808441,88.99468085106433
248.10471060798943,242.12981559250358,236.5402592659894
75.8702064896723,55.84376316899298,42.72134428992641
199.9934982842909,158.7966407802074,142.72223225573927
79.28110438834162,69.82078030460185,65.59559079212943
157.3148958065584,113.4102135322835,99.18664780036332
237.16289012398218,212.3129542539448,198.95425395468197
153.52100656455545,138.8055798687263,137.5334792122444
107.70436067997426,92.97675946457758,91.23478689332646
203.2580873254414,197.3569029521114,200.26091567968035
59.649154647053074,46.77285318559589,44.86512560894094
174.47817614964083,130.1981683554248,86.24279033514459
54.38168520493416,43.23388694194483,25.25323784854531
120.1885885885816,86.6878878878891,49.377177177177614
213.8713618397337,180.37297879986397,143.15702479338037
148.05844509328168,151.98510417183473,159.55876676400018
169.17357041828794,174.70089917150884,185.8055415235533
91.9997048406153,85.55726092089495,83.96841794569096
194.86884928321575,161.03951956605567,139.32022471910182
120.3450992751404,125.1292152537034,118.27135203277052
213.805728518043,218.4097135741015,216.19032793692094
50.223468226891555,55.444877837373745,59.48995070155003
159.15458210891887,168.27096289209476,159.8117269186168
17.07841604193973,22.648208618863055,31.074690705055023
84.27134502924159,81.69657477025093,86.33082706766659
224.5607940446701,180.23076923076144,169.25756823821342
33.720189317100456,39.57306288031415,50.946017579432734
110.24172794117297,90.9537377450956,87.84099264705625
21.233501756115604,20.04405693511519,25.650286524122848
194.22432294327433,157.87889626979887,145.48799182421752
46.73381080274545,43.8821247388805,50.07321197652173
38.38403265691046,37.22424147269868,38.56034854966986
204.540113214922,164.3958617997231,121.81495217646875
7.3873459082154405,108.00341601070184,157.34219515817122
100.86715724244138,86.6432997676275,76.00619674670617
17.834703020643794,16.39504713740065,16.795069125691217
203.27051101735134,153.84857008907346,149.18237224566644
111.46761061947348,85.19681415928972,75.8403539823029
58.2701621861859,46.41612974894204,41.73261497445248
177.64359337599376,156.73924087732343,142.9578428020153
214.4777018229601,208.35852050781602,203.00549316404778
91.7543585427434,74.74522063244044,62.76710352290117
143.79820891140042,118.33135139103,103.05109006826656
66.3365976311862,69.63865546218108,67.61880500231098
231.294503277865,193.6137165910203,173.02874432677964
131.976225310896,107.70994879297456,97.7395757132413
31.831573569485116,32.47983651226179,38.413794277930364
27.633414094593604,29.81697039923478,35.48878120721619
221.52705129208033,209.9200562104498,215.95229916461977
102.60115858074116,93.40593772628883,92.6986241853727
181.24527096112647,160.22303169735014,155.77671267895437
4.634862755170349,4.44708102759439,5.889965917810304
235.67944664032777,209.91976284583853,187.6448616600657
144.19074923548146,107.81804281345333,106.03058103975548
22.891712514191457,23.248973888742647,25.502139551131073
49.974288964735685,47.096359499430406,49.145051194539505
57.27667788010667,58.21116196988949,61.901395246235154
175.82341820018254,166.85581043614113,129.93458532896253
135.18247385503355,118.5876908282219,98.12886164202291
27.6135289179518,32.39451243758842,38.753766623954796
52.56534268888588,58.411602556070726,46.075554441799504
164.8086148436363,149.26422202685632,120.9971116413374
231.77129443325097,222.28236083163694,201.04191817573135
2.449267752985314,5.178795777131441,3.99339946373329
97.47297514032252,103.5715584068245,88.38984228816379
224.5026539581323,194.42383425600997,163.0862393698942
173.8486400000162,196.53818666663483,211.45392000003793
141.1603563474466,139.66942411709874,137.21937639196716
53.83384346304927,61.076519457803066,79.02536073458722
204.29628064244622,195.91737109045903,190.04163144547792
21.14261891132127,23.61497871916297,25.78462802100139
118.83055930424226,126.25236167341531,132.04543409806172
3.428465902397029,3.707304101188498,3.8973821061489957
81.55504694835469,72.84178403755317,72.7176056338028
167.95624933632422,159.13539343740285,156.02527344164884
6.0205840114892695,79.24796553374944,179.41550981331204
112.93182286304176,128.83244078270064,80.0943357363592
39.70645194697371,49.825548881526814,58.59025476388176
35.03211833557361,32.16049951616231,37.98566886316415
224.12892084300591,209.1611334320291,200.68626207087118
5.952111818027774,5.47546365236812,7.415696493797412
168.76396492159392,149.4866330055931,143.90837098056892
93.38086884738463,81.22299040346697,82.61015375090273
12.990204217166935,18.5043333886763,27.65110410094644
227.17405978786095,210.163452266158,215.6837029893819
20.827194752774172,36.741843255975475,55.21199125461534
81.93192675159158,94.89808917197888,116.19824840764338
20.26729366500238,19.172923290670187,29.04128035909683
189.56538817004684,181.69316081329146,194.48914048058282
106.74294060369787,97.62064264848314,112.89074975656592
53.874551569511134,48.291255605381984,61.792825112104744
177.02527444473674,145.73627776359987,111.64717896348787
55.630978499339896,43.74659938569508,35.17244405441073
128.09910371319614,86.14903969270372,71.61229193341539
188.81182550540603,193.02462380299195,194.7525459796268
137.50892219840364,118.64703783011163,106.9381394242089
57.800428591181465,60.122079358492925,68.79109636387966
9.283974205888477,19.110859008047967,31.741581084300265
201.18578052551214,166.67789799072932,140.91653786707116
226.88140872064278,169.82103497843735,116.36990896023828
18.52382697946875,30.560163123166724,44.719528958952864
169.0008084074465,121.63217461600325,85.66289409863089
106.22062632446554,75.19967035554785,54.63903932187394
84.30169726359586,89.83720124696966,65.13179771388779
134.57689834987096,138.02471605115437,117.93020930067416
3.7362668162137282,5.286248131599635,3.9684930866697243
203.09251400443173,207.43498557121163,198.33118316073603
164.1974349803529,170.7685350774041,154.7446732410026
208.00744000837068,202.46683432880167,203.45520276643123
98.83600897634291,37.339461418954755,24.012342482307936
160.09004392385768,137.25585651537494,129.04264275256673
34.541720408769265,24.893342593512227,30.894235539239702
240.84870956442484,220.89390400557144,214.16495387132522
139.72133044106513,113.23499638466498,105.88271872740182
53.84435770049191,56.61440738111586,66.70858765081732
202.7880879597792,171.40804654374892,161.54797357261856
221.98506582824166,191.2196895264418,165.4480251522979
3.2675599369523027,5.122244926641784,3.9023850005558884
83.42669880970087,105.7428054844032,98.15594395058696
144.39580000000262,138.5343999999954,118.66360000000736
51.56969558250968,47.385137712674684,33.19134813458478
142.36928104575378,133.88188608776335,141.74696545284047
21.068226332970564,22.421871599563715,35.20174102285052
204.93428722840736,179.41777071189807,177.19130895602268
74.30687285223567,71.14020618556637,82.43230240549428
4.216102353641276,3.546326524211061,3.599057923681528
213.95433700845444,203.15542979803772,8.84154551663782
211.92944517257058,196.9335954565384,188.1915683704522
64.0671974522299,62.398248407643734,39.02531847133986
143.29815489482348,126.89516982019711,34.444235515339244
5.004425536056107,4.339397051276194,4.193818919771751
73.45870481720239,59.033312599353444,50.50314465408894
233.90403526619357,189.46185147507947,157.86571719227575
29.17358745259088,26.011827473163997,23.723822073663694
133.48237641321703,106.9372644646447,87.42252272223229
139.79977753059129,115.46273637375302,95.56964528487941
188.44894926765593,155.83612821058094,150.3930163447337
55.0924299016267,59.77631648166685,83.425745699407
90.89203934224855,99.70831412325683,137.88489319195594
224.0022960085041,228.15524549625422,241.66584245854173
66.29789674951894,76.76201402166492,106.34021669852737
27.49454524239982,37.69535032961451,59.63654395892896
161.7487980769171,150.04727564103266,165.9859775640948
119.0556625401118,68.73837689133467,85.09032553874073
216.44874945783698,196.6129825068825,206.16755818997984
167.8670015548226,127.73388350676842,140.91663676594834
44.75202069188142,32.09866364909841,46.94169630348121
219.07726812327036,190.41614816956258,164.33526262481368
59.71790502158561,93.62474437628413,96.92024539878452
160.47832267235748,110.6544065387408,58.89996446340545
29.29149324570975,48.678860898137366,38.67842278203701
208.92451802633144,203.6802091275247,204.877028646128
163.4601337913653,141.9779425058681,134.0479117700297
105.97053571429196,46.66473214285837,33.19970238095257
33.95454545454609,27.160883645617545,34.5094841545221
49.239638157895335,87.39440789473649,75.57845394736884
4.920573537463699,7.174162561170672,5.042732778885966
212.9608100999492,206.7051551814831,189.9910573382433
31.32197200243637,37.21270034489721,28.404787989450746
154.71228448276017,133.9831178160916,103.61099137931349
63.57087079980903,68.14268812115746,50.073473734023494
196.95819054146506,173.52227553118848,144.99691569568336
19.410224835145875,24.611623103203875,19.174664336219127
113.92916123425184,114.80081124149201,89.37433000145309
207.15604379664683,205.37430208104806,209.66405626859108
93.88172043010766,75.9112903225801,71.98225806451413
16.28728901138179,14.835756114360574,15.55063727178133
179.34310018904793,155.14579395086227,147.16068052929486
3.509550669807245,5.253765784236947,4.05214409334906
51.437314805350454,68.9623991008428,64.7232042505473
23.189438150818894,37.827325780979024,35.55875958347508
134.21975218658403,105.34985422740371,80.91946064139808
219.16677567036925,193.67037279267208,172.0549378678861
162.98498122655073,143.06688047561684,123.99640175221013
84.08193641618352,66.20476878612733,50.69985549133014
200.11631031010361,187.22321728424595,175.3837456621751
123.09109841724784,108.14447221231812,95.4442461025925
216.12510822510612,180.57575757575452,107.65974025974046
105.58718058836253,122.06484861498564,118.57236418294728
156.73576642337073,177.80963503648712,185.37469586376508
223.0749595749567,226.63490413489694,220.78372603373793
241.6154363109249,212.69422043014407,140.25175765092308
201.29848573092875,134.690448456605,87.65841584159031
84.21584123638844,58.987003863718336,34.485072005619415
243.13442136498776,224.82908011868773,209.0305637982272
180.29374800296682,148.73458302269273,123.3806582170603
106.67907168360665,77.32491073880806,71.28137874210478
221.06049975719148,213.20697285338184,190.79631928332495
13.376411094647658,24.834193185893014,35.5728150380534
2.771223828218737,2.9492529310008813,5.153484290810383
234.96643403124665,191.77733466268558,165.15054835494084
32.55627455511926,61.956166705187826,95.08997765965461
24.923629223690558,31.973595522081133,47.876827945958446
140.8961456102835,110.60242683796938,101.86473947180693
15.808497409325323,51.62753022452541,100.05972366148099
209.62127398942744,206.1037158023607,220.40006124948292
3.729314297663329,4.817814714473457,10.266387036272363
171.55146586774976,114.64369783864791,96.43291247592403
77.50028832687917,124.31188730536317,177.1996045802835
33.46966531482455,25.312727868584844,28.76584326738147
80.03946179812375,35.16260162601449,21.307279037702404
196.58891820581255,144.5013192612084,133.59313984169157
125.40458760369812,61.860126891168356,41.17901415324861
74.79544950055,61.98634850166444,56.88546059933681
212.68288950106455,171.7079889807159,152.61248852158235
132.53679004945187,104.8829611868721,94.04885358909324
32.924097240706175,27.61538461538435,24.87813858575118
209.83681172290386,186.46647424510502,158.62055950267663
72.7821549699973,67.06561440125469,58.66553613357512
10.132525494890714,22.511817636475346,32.37031793641333
146.53223825605554,124.72965919557464,99.97835431379221
228.25870886806618,197.20930232560056,170.9264691691833
92.5558861028475,81.0653876510235,82.93333738085083
176.36556794813583,159.5829023615374,151.5962988348477
119.13706849529058,108.62082132004026,114.74978570871696
57.68405732198959,62.500313479627664,73.46462158531169
244.2810314685258,128.23164335664762,82.48732517482577
106.59063112956429,103.48719280028206,101.04049844238271
168.11995704864796,155.40972541802762,153.53627857034922
5.68266337705866,2.3697195811427463,4.528162233772278
129.806436487625,99.46155157716353,72.03243819266494
73.26077567590946,56.131813077656886,51.435950591686314
90.5052944589491,109.33326080650792,136.43284015085032
175.09064893525914,152.77981651377553,132.05100580758676
206.74188797797348,180.62736242698134,152.90555201023312
171.1989521176069,144.80177557852008,117.93647212923592
233.5874802287015,212.54532181530783,192.49817496048306
102.50398550724567,73.66123188405959,56.51865942029241
61.9694335657649,52.181774763586716,43.72012608654666
194.1221917808286,172.8208219178073,151.3649315068516
33.79732622328991,26.15175184948767,20.70070224191724
103.80106241700437,87.07861885790075,75.1136786188595
183.38033347583016,183.3749465583796,160.4840530141202
21.761332489983236,36.99351676154164,35.61443179422083
124.20444444444692,123.20172839506337,97.30888888888799
231.7627627627536,225.84697197199262,211.06018518519687
66.2063006402646,91.99886679131967,102.84288061644757
228.89835372298793,221.7222473946436,191.7633288022782
190.57078384798265,161.56342042756575,128.70593824227686
35.6732793032552,48.30228619813648,48.28668198862939
76.8690059040824,39.9836317381033,44.32333317333649
21.283792348462413,23.8233175846946,27.23395367596104
46.95023200800478,54.350468565185516,64.6365207897436
142.71995004682776,107.97034030595901,98.12144864190194
150.10437027476937,126.14327862807554,121.22570532915793
111.31264895402839,42.85744549386199,36.032924353430154
75.55330564209777,94.6518691588781,123.9953271027827
41.07987523731986,51.24891510713031,67.91883645240539
123.16725663714871,99.32709326073095,65.4782164738003
149.31581348661115,132.28177753445644,101.79213431883782
80.28497960631947,63.11039191346242,37.48324170952295
206.20849802372362,213.48188405797887,186.76416337286724
210.8310525006069,191.39064443892136,193.4889275939393
19.56926648376679,18.550453736922314,27.075160541468602
140.19180035650896,114.5023172905587,116.97682709447128
63.03353174603409,55.630952380954454,67.04047619047469
40.558009877890115,44.49743962669931,68.93206678179811
221.0424632041663,211.69937404838072,217.0108272712034
4.344396259954493,4.627152633290152,7.8038001654733264
104.72817249909801,98.81781548249903,125.84736656063869
238.27373737373756,188.76565656565518,25.181818181818734
116.22708778356,72.1445427728667,46.968111077202316
5.232971928467485,3.89471847992683,4.00783640170458
223.92321428572342,221.4460714285762,210.4642857142744
78.557119422579,44.42342519685053,25.629363517062668
158.16024612092437,139.1359015516357,127.82664526484278
